index	label	sentence	POS	FGPOS	w_index
a3m-fragment02	0	reveal a secret	na	0
a3m-fragment02	0	Lack of sufficient support was fatal to his campaign.	na	5
a3m-fragment02	0	Lack of sufficient support was fatal to his campaign.	na	5
a3m-fragment02	0	a fatal crash	na	1
a3m-fragment02	0	the fatal flaw in this dazzling woman: a total lack of taste	na	1
a3m-fragment02	0	a fatal wound	na	1
a3m-fragment02	0	a fatal disease	na	1
a3m-fragment02	0	scissors with blunt ends	na	2
a3m-fragment02	0	She tends to be blunt.	na	4
a3m-fragment02	0	gave her bangs a blunt cut just above her eyebrows	na	4
a3m-fragment02	0	was hit over the head with a blunt instrument	na	7
a3m-fragment02	0	a blood vessel that collapsed	na	4
a3m-fragment02	0	… his case had collapsed in a mass of legal wreckage …	na	4
a3m-fragment02	0	a hefty football player	na	1
a3m-fragment02	0	gripped the door handle	na	0
a3m-fragment02	0	a story that grips the reader	na	3
a3m-fragment02	0	She thought about retiring, but she finally decided to stay on for a few more years.	na	9
a3m-fragment02	0	I have to stay on the antibiotics for a full two weeks.	na	3
a3m-fragment02	0	After she graduated, she stayed on at the college, working in the alumnae office.	na	4
a3m-fragment02	0	bright lights	na	0
a3m-fragment02	0	brightest star of the opera	na	0
a3m-fragment02	0	bright eyes	na	0
a3m-fragment02	0	the planets in their courses	na	4
a3m-fragment02	0	a vocational school	na	1
a3m-fragment02	0	deserves another chance	na	0
a3m-fragment02	0	a mirror reflects light	na	2
a3m-fragment02	0	the clouds were reflected in the water	na	3
a3m-fragment02	0	seesaw between two activities	na	0
a3m-fragment02	0	impostors that haunt the official in foreign ports	na	2
a3m-fragment02	0	spends a lot of time haunting bookstores	na	5
a3m-fragment02	0	problems we ignore now will come back to haunt us	na	8
a3m-fragment02	0	an exploited resource	na	1
a3m-fragment02	0	He dedicated his life to improving the wages and working conditions of one of the nation's poorest and most exploited groups of workers …	na	19
a3m-fragment02	0	When a system becomes victim to an exploited vulnerability or an intruder, its behavior often changes.	na	7
a3m-fragment02	0	Pescatarians … are forgetting the fact that fish are the most exploited species on our planet.	na	11
a3m-fragment02	0	desk-bound	na	0
a3m-fragment02	0	duty-bound	na	0
a3m-fragment02	0	She accompanied me to the store.	na	1
a3m-fragment02	0	He will be accompanying her on the piano.	na	3
a3m-fragment02	0	everything in neat arrangement	na	3
a3m-fragment02	0	a blood vessel that collapsed	na	4
a3m-fragment02	0	… his case had collapsed in a mass of legal wreckage …	na	4
a3m-fragment02	0	a movement now regarded as a footnote to architectural history	na	6
a3m-fragment02	0	here since the foundation of the school	na	3
a3m-fragment02	0	the foundations of geometry	na	1
a3m-fragment02	0	the dramatic flourishes which are the hallmark of the trial lawyer	na	6
a3m-fragment02	0	a vegetable plot	na	2
a3m-fragment02	0	couldn't reach the apple	na	1
a3m-fragment02	0	a wide area	na	1
a3m-fragment02	0	3 feet wide	na	2
a3m-fragment02	0	figured muslin	na	0
a3m-fragment02	0	figured wood	na	0
a3m-fragment02	0	Employees are looking for some clarity understanding{/gloss} on the company's new policies.	na	5
a3m-fragment02	0	Employees are looking for some clarity understanding{/gloss} on the company's new policies.	na	5
a3m-fragment02	0	Mr. Darlington writes with wit and clarity.	na	6
a3m-fragment02	0	The next time you hire a sitter babysitter{/gloss}, remind your daughter what happened the last time and let her know that you are only a phone call away.	na	6
a3m-fragment02	0	The next time you hire a sitter babysitter{/gloss}, remind your daughter what happened the last time and let her know that you are only a phone call away.	na	6
a3m-fragment02	0	a sitter for enemy submarines	na	1
a3m-fragment02	0	her habit of taking a morning walk	na	1
a3m-fragment02	0	got up early from force of habit	na	6
a3m-fragment02	0	a terse summary	na	1
a3m-fragment02	0	dismissed me with a terse "no"	na	4
a3m-fragment02	0	scenes etched in our minds	na	1
a3m-fragment02	0	the machinery of government	na	1
a3m-fragment02	0	her stunned reaction to the news	na	2
a3m-fragment02	0	attack an enemy fortification	na	0
a3m-fragment02	0	a politician verbally attacked by critics	na	3
a3m-fragment02	0	a dictionary belongs in every home	na	2
a3m-fragment02	0	repay a loan	na	0
a3m-fragment02	0	a foray into enemy territory	na	1
a3m-fragment02	0	the novelist's foray into nonfiction	na	2
a3m-fragment02	0	attempted sneak and surprise forays	na	4
a3m-fragment02	0	loosened his tie	na	0
a3m-fragment02	0	money earmarked for education	na	1
a3m-fragment02	0	the height, breadth, and depth of each piece of furniture	na	2
a3m-fragment02	0	begin with a breadth of silk	na	3
a3m-fragment02	0	nailed boards over the windows	na	1
a3m-fragment02	0	Pin the photo to the board.	na	5
a3m-fragment02	0	made my position on the issue clear	na	2
a3m-fragment02	0	defend the castle from invaders	na	0
a3m-fragment02	0	which God defend that I should wring from him	na	2
a3m-fragment02	0	measured by the yardstick of her first book	na	3
a3m-fragment02	0	a decrepit old man	na	1
a3m-fragment02	0	a decrepit school bus	na	1
a3m-fragment02	0	the effete monarchies … of feudal Europe	na	1
a3m-fragment02	0	a hearty constitution	na	2
a3m-fragment02	0	doesn't allow people to smoke in his home	na	1
a3m-fragment02	0	allow an hour for lunch	na	0
a3m-fragment02	0	The criminals avoided/eluded/escaped capture.	na	3
a3m-fragment02	0	… authorities increased the reward for information leading to his capture …	na	10
a3m-fragment02	0	argue for a new policy	na	0
a3m-fragment02	0	They're always arguing about money.	na	2
a3m-fragment02	0	always felt inferior to his older brother	na	2
a3m-fragment02	0	reinforce levees	na	0
a3m-fragment02	0	reinforce our troops	na	0
a3m-fragment02	0	reinforce ideas	na	0
a3m-fragment02	0	reinforce the elbows of a jacket	na	0
a3m-fragment02	0	At length the cat steps halfway out the door, showing his spotted brown coat and the stripes on his legs.	na	5
a3m-fragment02	0	bend a bow	na	0
a3m-fragment02	0	bend a pipe	na	0
a3m-fragment02	0	… Grand Cayman offers a plethora of bustling restaurants, ritzy resorts and comfortable condos …	na	5
a3m-fragment02	0	… a world whose credibility is threatened by the meaningless plethora of material goods it goes on producing.	na	10
a3m-fragment02	0	She still talks about your wedding and how perfect it was.	na	2
a3m-fragment02	0	We were talking about last night's game.	na	2
a3m-fragment02	0	a foray into enemy territory	na	1
a3m-fragment02	0	the novelist's foray into nonfiction	na	2
a3m-fragment02	0	attempted sneak and surprise forays	na	4
a3m-fragment02	0	a sweaty day	na	1
a3m-fragment02	0	sweaty socks	na	0
a3m-fragment02	0	sweaty work	na	0
a3m-fragment02	0	The takeaway is clear: cats are a growing environmental concern because they are driving down some native bird populations …	na	1
a3m-fragment02	0	One of the main takeaways stressed by the panelists was that social media is about conversation, not just dissemination.	na	4
a3m-fragment02	0	salubrious habits	na	0
a3m-fragment02	0	"… You have both always had large private means, and have never had the wholesome discipline of work."	na	14
a3m-fragment02	0	his wholesome good looks	na	1
a3m-fragment02	0	uninhibited exuberance	na	0
a3m-fragment02	0	a festive uninhibited party	na	2
a3m-fragment02	0	in another incarnation he might be a first vice-president	na	2
a3m-fragment02	0	a very odd way to show gratitude	na	2
a3m-fragment02	0	worked at odd jobs	na	2
a3m-fragment02	0	diminish an army's strength	na	0
a3m-fragment02	0	diminish a rival's accomplishments	na	0
a3m-fragment02	0	His role in the company was diminished.	na	6
a3m-fragment02	0	a political minefield	na	2
a3m-fragment02	0	was bludgeoned to death	na	1
a3m-fragment02	0	mental bludgeoning	na	1
a3m-fragment02	0	reassuring news	na	0
a3m-fragment02	0	"Of course you can come," said Kit, stooping to give the child a reassuring hug.	na	13
a3m-fragment02	0	a reassuring smile/response	na	1
a3m-fragment02	0	This is a side of her character that few people have seen.	na	6
a3m-fragment02	0	a character in a play	na	1
a3m-fragment02	0	granite stones harsh with lichen	na	2
a3m-fragment02	0	harsh colors	na	0
a3m-fragment02	0	broke a plate	na	0
a3m-fragment02	0	break the law	na	0
a3m-fragment02	0	Break the chocolate bar in half.	na	0
a3m-fragment02	0	They were curious as to who won the game.	na	2
a3m-fragment02	0	a curious coincidence	na	1
a3m-fragment02	0	The cat was curious about its new environment.	na	3
a3m-fragment02	0	a political minefield	na	2
a3m-fragment02	0	a tree-lined street	na	1
a3m-fragment02	0	The moon highlighted the tree tops.	na	2
a3m-fragment02	0	The speech will highlight the need for education reform.	na	3
a3m-fragment02	0	Outdoor lighting is an important part of any garden design, providing ambiance and highlighting key features like plants, water features, and walkways.	na	13
a3m-fragment02	0	a brilliant light	na	1
a3m-fragment02	0	a brilliant example	na	1
a3m-fragment02	0	buried their pet rabbit in the backyard	na	0
a3m-fragment02	0	a dog burying a bone	na	2
a3m-fragment02	0	was buried with full military honors	na	1
a3m-fragment02	0	maintain machinery	na	0
a3m-fragment02	0	maintain a position	na	0
a3m-fragment02	0	an absorbing novel	na	1
a3m-fragment02	0	an army of birds	na	1
a3m-fragment02	0	a wine cave	na	2
a3m-fragment02	0	put the book on the table	na	0
a3m-fragment02	0	put traitors to death	na	0
a3m-fragment02	0	kept her room neat	na	3
a3m-fragment02	0	a neat trick	na	1
a3m-fragment02	0	reckon the days till Christmas	na	0
a3m-fragment02	0	fantastic works of art	na	0
a3m-fragment02	0	She aims to win.	na	1
a3m-fragment02	0	Aim carefully before shooting.	na	0
a3m-fragment02	0	replace cards in a file	na	0
a3m-fragment02	0	reverse order	na	0
a3m-fragment02	0	sailing toward the horizon	na	3
a3m-fragment02	0	arrange flowers in a vase	na	0
a3m-fragment02	0	arranged a reception for the visitor	na	0
a3m-fragment02	0	arrange cards alphabetically	na	0
a3m-fragment02	0	a plumbing fixture	na	2
a3m-fragment02	0	Fire consumed several buildings.	na	1
a3m-fragment02	0	consumed his inheritance on luxuries	na	0
a3m-fragment02	0	The conflagration between the two countries lasted for ten years.	na	1
a3m-fragment02	0	The conflagration destroyed the warehouses.	na	1
a3m-fragment02	0	discordant opinions	na	0
a3m-fragment02	0	a discordant tone	na	1
a3m-fragment02	0	lost his glove	na	0
a3m-fragment02	0	protesters were chanting outside	na	2
a3m-fragment02	0	was in wretched health	na	2
a3m-fragment02	0	half a dozen eggs	na	0
a3m-fragment02	0	will ruin your chances of promotion	na	1
a3m-fragment02	0	admits no possibility of misunderstanding	na	0
a3m-fragment02	0	an open window had admitted rain	na	4
a3m-fragment02	0	his sentences and phrases are too often pedestrian, commonplace, and flat	na	7
a3m-fragment02	0	pedestrian traffic	na	0
a3m-fragment02	0	"To Thee I do commend my watchful soul / Ere I let fall the windows of mine eyes."	na	4
a3m-fragment02	0	Your proposal has much to commend it.	na	5
a3m-fragment02	0	… she habited herself in a peculiarly becoming dress of white linen …	na	2
a3m-fragment02	0	It is the nature of such pedantry to habit itself in a harsh and crabbed style.	na	8
a3m-fragment02	0	… its efforts were supported by the cavalry which … compensated for the infantry's lack of mobility.	na	16
a3m-fragment02	0	A large body of academic research shows that inequality and lack of social mobility hurt not just those at the bottom; they hurt everyone.	na	13
a3m-fragment02	0	… it becomes cost-effective and socially advantageous to provide urban mobility by means of metros: urban rail mass transit systems on exclusive rights-of-way.	na	10
a3m-fragment02	0	a swift runner	na	1
a3m-fragment02	0	a swift transition	na	1
a3m-fragment02	0	encapsulated water bacteria	na	0
a3m-fragment02	0	She taught him how to sing harmony.	na	6
a3m-fragment02	0	a painting exhibiting harmony of color and line	na	3
a3m-fragment02	0	She glanced backward over her shoulder.	na	2
a3m-fragment02	0	Count backward from 10.	na	1
a3m-fragment02	0	a suspicion that she scarcely dared to hint	na	7
a3m-fragment02	0	She's been gifted with a beautiful voice.	na	2
a3m-fragment02	0	It makes an excellent choice whether you're gifting one bottle for the honeymoon or a case to be savored for years, or even decades, to come.	na	7
a3m-fragment02	0	was recalled to active duty	na	1
a3m-fragment02	0	her performance is the film's redeeming feature	na	5
a3m-fragment02	0	sly remarks to pique their curiosity	na	3
a3m-fragment02	0	what piques linguistic conservatives	na	1
a3m-fragment02	0	jousting debaters	na	0
a3m-fragment02	0	pocketed the change	na	0
a3m-fragment02	0	a steep rocky peak	na	3
a3m-fragment02	0	The cap's peak shades his eyes.	na	2
a3m-fragment02	0	gripped the door handle	na	0
a3m-fragment02	0	a story that grips the reader	na	3
a3m-fragment02	0	the accession of a new queen	na	1
a3m-fragment02	0	the museum's latest accessions	na	3
a3m-fragment02	0	Queen Victoria's accession to the throne/crown occurred in 1837.	na	2
a3m-fragment02	0	a politician's accession to power	na	2
a3m-fragment02	0	flopped into the chair	na	0
a3m-fragment02	0	hopes to go to Heaven when she dies	na	4
a3m-fragment02	0	a hardworking young woman	na	1
a3m-fragment02	0	Our students have to be very hardworking and committed. They put in long hours. …	na	6
a3m-fragment02	0	a shy and withdrawn child	na	3
a3m-fragment02	0	fruitful soil	na	0
a3m-fragment02	0	a fruitful discussion	na	1
a3m-fragment02	0	exchanging future security for immediate pleasure	na	0
a3m-fragment02	0	a dogged competitor	na	1
a3m-fragment02	0	dogged devotion	na	0
a3m-fragment02	0	didn't exercise good judgment	na	1
a3m-fragment02	0	exercise a muscle	na	0
a3m-fragment02	0	got no farther than the first page	na	2
a3m-fragment02	0	see to it that I do not have to act any farther in the matter	na	11
a3m-fragment02	0	nothing could be farther from the truth	na	3
